x,y,z,orientation,qx,qy,qz,qw,success
0.26,0.04,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.04,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.26,0.08,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.08,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,-0.04,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.0,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.04,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.03,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.05,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.07,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.09,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.11,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.13,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.15,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.17,side-grasp,0.5,-0.5,0.5,-0.5,0
0.28,0.08,0.19,side-grasp,0.5,-0.5,0.5,-0.5,0
