x,y,z,roll,pitch,yaw,reachable,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.14,0.0,0.1,0.0,0.0,0.0,1,-0.2773824912004332,-1.1755495082436576,-0.7160072652802962,-1.2200665929439103,1.2933173176126824,1.5996179487226907
0.14,0.0,0.1,0.0,0.7854,0.0,1,2.2266687011924065,1.8135970848143987,-0.6568392211576509,1.977549055940717,-2.491512303685748,2.3606169679591313
0.14,0.0,0.1,0.0,1.5708,0.0,1,2.2273999419933865,1.8068200876900844,-0.6365864289385708,1.9713730973406856,-2.4931888645036686,-3.14159
0.14,0.0,0.14,0.0,0.0,0.0,1,-0.27738074736047674,-1.0727494811373637,-0.5032489294700394,-1.5356106268158354,1.2933398467334773,1.5996357750444177
0.14,0.0,0.14,0.0,0.7854,0.0,1,2.2266644462616827,1.5050546111672298,-0.42008030624402437,2.049338570802059,-2.4914803390521034,2.360616394334612
0.14,0.0,0.14,0.0,1.5708,0.0,1,2.2273044029488824,1.495997520625116,-0.39381792196769316,2.0394645970975103,-2.4932955970101,3.141571172969058
0.14,0.0,0.18,0.0,0.0,0.0,1,2.2247183888372435,2.0032579786612486,-0.3509768805416267,-1.6626308918884738,-0.6538960615503421,-1.5644898625788028
0.14,0.0,0.18,0.0,0.7854,0.0,1,-0.2767503653037564,-1.9683179676943412,0.2772004136825984,1.7119231841103617,1.8533998788134283,-0.7653994163644086
0.14,0.0,0.18,0.0,1.5708,0.0,1,-0.2764629642211206,-1.6807999023290454,-0.35001966053727335,2.0308232302523437,1.8554680870930182,9.53281103947246e-06
0.14,0.05,0.02,0.0,0.0,0.0,1,2.4108351781746418,1.5008210212017554,0.9742331311019455,0.6542465078126211,-2.301615347056996,1.5799558369797693
0.14,0.05,0.02,0.0,0.7854,0.0,1,-0.0057583571890958115,-1.4265783626756143,-1.4123074853377477,0.16479723911115074,1.5578538110268327,2.8236522126577173
0.14,0.05,0.02,0.0,1.5708,0.0,1,2.413535875392549,2.384749528815459,-0.9380320463718672,1.6948878905013678,-2.307118914590807,-3.14159
0.14,0.05,0.06,0.0,0.0,0.0,1,2.4108169164496993,2.2760373972430465,-1.1793744006778955,2.0326371828682475,-2.301616931486918,1.5799465125211465
